codigo,nombre,cantidad_movimientos,monto_total,grupo_sugerido,confianza,observaciones
60001100--09-023-C0032,PUBLICIDAD Y PROMOCIONES LINEA JUST,2,5172.42,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001100--10-033-,PUBLICIDAD Y PROMOCIONES LINEA JUST,2,2771.04,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
REA880909A,RED ESTATAL DE AUTOPISTAS DE NUEVO LEON,2,240.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
10901004,REEXPRES MOBILIARIO Y EQUIPO DE OFICINA,2,693552.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
10902002,REEXPRES. DEP ACUM DE EQUIPO DE TRANSPOR,2,86336.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: cuenta_contable
10902010,REEXPRES. DEP ACUM EDIFICIOS,2,486506.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: cuenta_contable
10902008,REEXPRES. DEP ACUM EQUIPO DE COMPUTO,2,137910.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: cuenta_contable
10902012,REEXPRES. DEP ACUM EQUIPO RASTREO SATELI,2,22666.0,impuesto_o_gobierno,media-alta,Términos fiscales o gubernamentales. Fuentes: cuenta_contable
10902006,REEXPRES. DEP ACUM MAQUINARIA Y EQUIPO,2,5559958.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: cuenta_contable
10902004,REEXPRES. DEP ACUM MOB Y EQUIPO DE OFICI,2,693546.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: cuenta_contable
10901008,REEXPRES. EQUIPO DE COMPUTO,2,137910.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
10901012,REEXPRES. EQUIPO DE RASTREO SATELITAL,2,22666.0,impuesto_o_gobierno,media-alta,Términos fiscales o gubernamentales. Fuentes: cuenta_contable
10901002,REEXPRES. EQUIPO DE TRANSPORTE,2,86336.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
10901006,REEXPRES. MAQUINARIA Y EQUIPO,2,5560044.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30002003,REEXPRESION DE CAPITAL SOCIAL,2,2737630.0,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
30003002,REEXPRESION DE EJERCICIOS ANTERIORES,2,2416806.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
10901010,REEXPRESION EDIFICIOS,2,807238.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001129--06-016-,RESERVA DE PERDIDAS CREDITICIAS,2,158633.7,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
30002005,RESERVA LEGAL,2,3112620.0,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
30003003-01-003,RESULTADO DEL EJERCICIO,2,7270.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-01-033,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-01-046,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-01-094,RESULTADO DEL EJERCICIO,2,326232.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-02-003-3776,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-02-005,RESULTADO DEL EJERCICIO,2,32.92,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-02-012,RESULTADO DEL EJERCICIO,2,2350.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-02-022,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-02-030,RESULTADO DEL EJERCICIO,2,31.96,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-02-034,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-02-035,RESULTADO DEL EJERCICIO,2,3678.02,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-02-044,RESULTADO DEL EJERCICIO,2,4756451.76,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-02-045,RESULTADO DEL EJERCICIO,2,1805733.3,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-02-048,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-02-080-3776,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-03-016,RESULTADO DEL EJERCICIO,2,4793.12,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-03-027,RESULTADO DEL EJERCICIO,2,59160.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-03-028,RESULTADO DEL EJERCICIO,2,1048503.84,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-03-088,RESULTADO DEL EJERCICIO,2,38000.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-03-089,RESULTADO DEL EJERCICIO,2,34681.26,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-03-093,RESULTADO DEL EJERCICIO,2,82256.48,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-03-096,RESULTADO DEL EJERCICIO,2,6245.14,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-030,RESULTADO DEL EJERCICIO,2,6760.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-031,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-032,RESULTADO DEL EJERCICIO,2,11.42,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-033,RESULTADO DEL EJERCICIO,2,56155.18,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-036,RESULTADO DEL EJERCICIO,2,281.8,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-038,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-04-009,RESULTADO DEL EJERCICIO,2,67279.38,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-04-015,RESULTADO DEL EJERCICIO,2,14.56,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-04-048,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-040,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-043,RESULTADO DEL EJERCICIO,2,1813.56,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-05-005,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-05-014,RESULTADO DEL EJERCICIO,2,1072825.62,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-054,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-06-004,RESULTADO DEL EJERCICIO,2,1060.34,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-06-005,RESULTADO DEL EJERCICIO,2,201.38,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-06-014,RESULTADO DEL EJERCICIO,2,2815.88,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-06-017,RESULTADO DEL EJERCICIO,2,4.7,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-06-022,RESULTADO DEL EJERCICIO,2,3433.02,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-06-025,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-06-031,RESULTADO DEL EJERCICIO,2,2055.46,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-06-032,RESULTADO DEL EJERCICIO,2,3771.48,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-06-036,RESULTADO DEL EJERCICIO,2,13006.14,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-06-040-9999,RESULTADO DEL EJERCICIO,2,1089.84,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-06-046,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-06-047,RESULTADO DEL EJERCICIO,2,2912382.54,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-06-090,RESULTADO DEL EJERCICIO,2,246730.02,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-07-020-1023,RESULTADO DEL EJERCICIO,2,324.08,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-07-020-1027,RESULTADO DEL EJERCICIO,2,3390.06,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-07-020-3263,RESULTADO DEL EJERCICIO,2,93333.34,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-07-021,RESULTADO DEL EJERCICIO,2,10665051.96,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-07-030,RESULTADO DEL EJERCICIO,2,51.72,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-07-035,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-07-039,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-07-050,RESULTADO DEL EJERCICIO,2,65058.98,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-08-019,RESULTADO DEL EJERCICIO,2,22607.28,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-08-024,RESULTADO DEL EJERCICIO,2,473.28,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-09-023-1013,RESULTADO DEL EJERCICIO,2,2636.42,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-09-023-1023,RESULTADO DEL EJERCICIO,2,47206.76,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-09-023-1026,RESULTADO DEL EJERCICIO,2,12009.1,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-09-027,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-09-049,RESULTADO DEL EJERCICIO,2,78343.34,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-09-052,RESULTADO DEL EJERCICIO,2,61416.46,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-09-053,RESULTADO DEL EJERCICIO,2,48559.96,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1,RESULTADO DEL EJERCICIO,2,6461.1,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-02-004,RESULTADO DEL EJERCICIO,2,1760.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-06-016,RESULTADO DEL EJERCICIO,2,8578.98,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-06-024,RESULTADO DEL EJERCICIO,2,70102.8,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-09-023,RESULTADO DEL EJERCICIO,2,37642.7,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-C0002,RESULTADO DEL EJERCICIO,2,90213.24,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-C0003,RESULTADO DEL EJERCICIO,2,166.96,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-C0005,RESULTADO DEL EJERCICIO,2,216501489.04,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-C0006,RESULTADO DEL EJERCICIO,2,245389894.78,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-C0010,RESULTADO DEL EJERCICIO,2,17975911.44,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-C0011,RESULTADO DEL EJERCICIO,2,1469081.02,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-C0013,RESULTADO DEL EJERCICIO,2,1486435.2,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-C0027,RESULTADO DEL EJERCICIO,2,4423.5,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-C0032,RESULTADO DEL EJERCICIO,2,3854.54,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-C0037,RESULTADO DEL EJERCICIO,2,9677004.34,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-C0065,RESULTADO DEL EJERCICIO,2,1917186.12,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-C0071,RESULTADO DEL EJERCICIO,2,1034482.76,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-C0102,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-C0108,RESULTADO DEL EJERCICIO,2,80274.46,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-C0110,RESULTADO DEL EJERCICIO,2,540741.3,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-1-C0135,RESULTADO DEL EJERCICIO,2,105771.4,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-10,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-10-009,RESULTADO DEL EJERCICIO,2,25446.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-10-016,RESULTADO DEL EJERCICIO,2,7359.44,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-10-018,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-10-019,RESULTADO DEL EJERCICIO,2,3593399.46,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-10-028,RESULTADO DEL EJERCICIO,2,4680.32,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-10-030,RESULTADO DEL EJERCICIO,2,3769.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-10-031,RESULTADO DEL EJERCICIO,2,78610.7,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-10-035,RESULTADO DEL EJERCICIO,2,4910.94,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-10-037-2947,RESULTADO DEL EJERCICIO,2,2551.6,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-10-038,RESULTADO DEL EJERCICIO,2,3402.5,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-10-080,RESULTADO DEL EJERCICIO,2,835629.16,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-06-018,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-07-020,RESULTADO DEL EJERCICIO,2,129318.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-08-022,RESULTADO DEL EJERCICIO,2,1199200.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-09-023,RESULTADO DEL EJERCICIO,2,445136.18,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0000,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0003-06-018,RESULTADO DEL EJERCICIO,2,48801.2,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0003-08-022,RESULTADO DEL EJERCICIO,2,89970.64,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0005,RESULTADO DEL EJERCICIO,2,34173147.2,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0006,RESULTADO DEL EJERCICIO,2,291809.46,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0008,RESULTADO DEL EJERCICIO,2,851891.28,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0012,RESULTADO DEL EJERCICIO,2,11077.56,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0018,RESULTADO DEL EJERCICIO,2,345371.52,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0020-09-023,RESULTADO DEL EJERCICIO,2,23695.68,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0021-07-021,RESULTADO DEL EJERCICIO,2,101912.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0021-09-023,RESULTADO DEL EJERCICIO,2,123820.58,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0026-09-023,RESULTADO DEL EJERCICIO,2,47462113.68,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0027-07-029,RESULTADO DEL EJERCICIO,2,662289.7,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0027-09-023,RESULTADO DEL EJERCICIO,2,1580026.92,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0028,RESULTADO DEL EJERCICIO,2,15318829.78,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0028-07-021,RESULTADO DEL EJERCICIO,2,4050.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0028-07-029,RESULTADO DEL EJERCICIO,2,114834.4,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0028-09-023,RESULTADO DEL EJERCICIO,2,213053.52,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0029,RESULTADO DEL EJERCICIO,2,823281.52,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0031,RESULTADO DEL EJERCICIO,2,6991.38,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0032-07-029,RESULTADO DEL EJERCICIO,2,1488.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0032-09-023,RESULTADO DEL EJERCICIO,2,80949.58,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0035,RESULTADO DEL EJERCICIO,2,23660.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0040,RESULTADO DEL EJERCICIO,2,649.32,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0044,RESULTADO DEL EJERCICIO,2,466.98,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0046,RESULTADO DEL EJERCICIO,2,4991.52,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0048,RESULTADO DEL EJERCICIO,2,649.32,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0050,RESULTADO DEL EJERCICIO,2,649.32,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0051,RESULTADO DEL EJERCICIO,2,468.42,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0052,RESULTADO DEL EJERCICIO,2,1298.64,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0053,RESULTADO DEL EJERCICIO,2,392.74,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0054,RESULTADO DEL EJERCICIO,2,649.32,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0055,RESULTADO DEL EJERCICIO,2,468.42,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0056,RESULTADO DEL EJERCICIO,2,468.42,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0058,RESULTADO DEL EJERCICIO,2,993.04,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0059,RESULTADO DEL EJERCICIO,2,4192.2,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0060,RESULTADO DEL EJERCICIO,2,468.42,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0061,RESULTADO DEL EJERCICIO,2,516891.04,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0061-07-020,RESULTADO DEL EJERCICIO,2,133121.68,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0062-07-020,RESULTADO DEL EJERCICIO,2,77266.8,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0062-07-029,RESULTADO DEL EJERCICIO,2,238924.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0063-07-021,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0063-07-029,RESULTADO DEL EJERCICIO,2,44623.02,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0063-09-023,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0064,RESULTADO DEL EJERCICIO,2,649.32,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0067,RESULTADO DEL EJERCICIO,2,1044.76,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0069,RESULTADO DEL EJERCICIO,2,1947.96,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0070,RESULTADO DEL EJERCICIO,2,1511.06,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0072,RESULTADO DEL EJERCICIO,2,75926.74,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0072-07-021,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0072-07-029,RESULTADO DEL EJERCICIO,2,420380.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0076,RESULTADO DEL EJERCICIO,2,1251.7,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0077,RESULTADO DEL EJERCICIO,2,1424.56,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0078,RESULTADO DEL EJERCICIO,2,696851.94,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0079,RESULTADO DEL EJERCICIO,2,907.76,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0081,RESULTADO DEL EJERCICIO,2,1179.36,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0085,RESULTADO DEL EJERCICIO,2,576.58,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0086,RESULTADO DEL EJERCICIO,2,467.14,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0088,RESULTADO DEL EJERCICIO,2,529.66,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0090,RESULTADO DEL EJERCICIO,2,509.94,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0091,RESULTADO DEL EJERCICIO,2,766.1,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0092,RESULTADO DEL EJERCICIO,2,600.5,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0094,RESULTADO DEL EJERCICIO,2,1265.56,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0095-09-023,RESULTADO DEL EJERCICIO,2,20400.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0096,RESULTADO DEL EJERCICIO,2,3045.42,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-2-C0098-01-026,RESULTADO DEL EJERCICIO,2,0.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
